id,title,authors,venue,year
"journals/sigmod/GottlobKP03a","XPath processing in a nutshell","N/A","N/A",2003
"conf/vldb/BargaP95","A Practical and Modular Implementation of Extended Transaction Models","R Barga, C Pu","VLDB",1995
"conf/vldb/BunemanDHOW95","A Data Transformation System for Biological Data Sources","P Buneman, S Davidson, K Hart, G Overton, L Wong","VLDB",1995
"journals/sigmod/GolabO03","Issues in data stream management","L Golab, M Özsu","SIGMOD Record",2003
"journals/sigmod/Ozsu03","Chair's Message","N/A","N/A",2003
"conf/vldb/GuptaHQ95","Aggregate-Query Processing in Data Warehousing Environments","A Gupta, V Harinarayan, D Quass","VLDB",1995
"journals/sigmod/Vianu03","A Web odyssey: from codd to XML","V Vianu","SIGMOD Record",2003
"conf/vldb/YanL95","Eager Aggregation and Lazy Aggregation","W Yan, P Larson","VLDB",1995
"journals/sigmod/Aberer03b","Book review column","K Aberer","SIGMOD Record",2003
"conf/vldb/GardarinGT95","A Cost Model for Clustered Object-Oriented Databases","G Gardarin, J Gruser, Z Tang","VLDB",1995
"conf/vldb/BelussiF95","Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension","A Belussi, C Faloutsos","VLDB",1995
"journals/sigmod/MukhopadhyayGS03","An approach to confidence based page ranking for user oriented Web search","D Mukhopadhyay, D Giri, S Singh","SIGMOD Record",2003
"journals/sigmod/Snodgrass03","ACM TODS in this Internet Age","R Snodgrass","SIGMOD Record",2003
"conf/vldb/IoannidisLGP96","ZOO : A Desktop Experiment Management Environment","Y Ioannidis, M Livny, S Gupta, N Ponnekanti","VLDB",1996
"conf/vldb/ChatziantoniouR96","Querying Multiple Features of Groups in Relational Databases","D Chatziantoniou, K Ross","VLDB",1996
"journals/sigmod/OConnellW03","Performing Jobs without Decompression in a Compressed Database System","S O'Connell, N Winterbottom","SIGMOD Record",2003
"conf/vldb/FaloutsosMS96","Modeling Skewed Distribution Using Multifractals and the `80-20' Law","C Faloutsos, Y Matias, A Silberschatz","VLDB",1996
"journals/sigmod/GottlobKP03","XPath Processing in a Nutshell","G Gottlob, C Koch, R Pichler","SIGMOD Record",2003
"conf/vldb/DarFJST96","Semantic Data Caching and Replacement","S Dar, M Franklin, B Jónsson, D Srivastava, M Tan","VLDB",1996
"journals/sigmod/Winslett03","Interview with Jim Gray","N/A","N/A",2003
"journals/sigmod/BertinoEH03","A Database Approach to Quality of Service Specification in Video Databases","E Bertino, A Elmagarmid, M Hacid","SIGMOD Record",2003
"conf/vldb/Suciu96a","Implementation and Analysis of a Parallel Collection Query Language","D Suciu","VLDB",1996
"journals/sigmod/David03","ANSI SQL Hierarchical Processing Can Fully Integrate Native XML","M David","SIGMOD Record",2003
"conf/vldb/Levy96","Obtaining Complete Answers from Incomplete Databases","A Levy","VLDB",1996
"conf/vldb/PapakonstantinouAG96","Object Fusion in Mediator Systems","Y Papakonstantinou, S Abiteboul, H Garcia-Molina","VLDB",1996
"journals/sigmod/MarchiLPT03","Analysis of existing databases at the logical level: the DBA companion project","F Marchi, S Lopes, J Petit, F Toumani","SIGMOD Record",2003
"journals/sigmod/ChakravarthyAEFO03","Database Research at UT Arlington","S Chakravarthy, Y Aslandogan, R Elmasri, L Fegaras, J Oh","SIGMOD Record",2003
"conf/vldb/VermeerA96","The Role of Integrity Constraints in Database Interoperation","M Vermeer, P Apers","VLDB",1996
"conf/vldb/LinLYZ03","Multiscale Histograms: Summarizing Topological Relations in Large Spatial Datasets","X Lin, Q Liu, Y Yuan, X Zhou","VLDB",2003
"conf/vldb/PapadiasZMT03","Query Processing in Spatial Network Databases","D Papadias, J Zhang, N Mamoulis, Y Tao","VLDB",2003
"conf/vldb/PottingerB03","Merging Models Based on Given Correspondences","R Pottinger, P Bernstein","VLDB",2003
"conf/vldb/WangC03","Avoiding Ordering and Grouping In Query Processing","X Wang, M Cherniack","VLDB",2003
"conf/vldb/HulgeriS03","AniPQO: Almost Non-intrusive Parametric Query Optimization for Nonlinear Cost Functions","A Hulgeri, S Sudarshan","VLDB",2003
"conf/vldb/IlyasAE03","Supporting Top-k Join Queries in Relational Databases","I Ilyas, W Aref, A Elmagarmid","VLDB",2003
"conf/vldb/PapadiasTS03","The TPR*-Tree: An Optimized Spatio-Temporal Access Method for Predictive Queries","Y Tao, D Papadias, J Sun","VLDB",2003
"conf/vldb/KoudasGGSV03","Efficient Approximation Of Optimization Queries Under Parametric Aggregation Constraints","S Guha, D Gunopulos, N Koudas, D Srivastava, M Vlachos","VLDB",2003
"conf/vldb/AltinelBKMPR03","Cache Tables: Paving the Way for an Adaptive Database Cache","M Altinel, C Bornhövd, S Krishnamurthy, C Mohan, H Pirahesh, B Reinwald","VLDB",2003
"conf/vldb/SchindlerAG03","Lachesis: Robust Database Storage Management Based on Device-specific Performance Characteristics","J Schindler, A Ailamaki, G Ganger","VLDB",2003
"conf/vldb/VieiraM03","A Dependability Benchmark for OLTP Application Environments","M Vieira, H Madeira","VLDB",2003
"conf/vldb/ChaudhuriGN03","Primitives for Workload Summarization and Implications for SQL","S Chaudhuri, P Ganesan, V Narasayya","VLDB",2003
"conf/vldb/HaasB03","BHUNT: Automatic Discovery of Fuzzy Algebraic Constraints in Relational Data","P Brown, P Haas","VLDB",2003
"conf/vldb/HelmerNM03","Estimating the Output Cardinality of Partial Preaggregation with a Measure of Clusteredness","S Helmer, T Neumann, G Moerkotte","VLDB",2003
"conf/vldb/AnciauxBP03","Memory Requirements for Query Execution in Highly Constrained Devices","N Anciaux, L Bouganim, P Pucheral","VLDB",2003
"conf/vldb/YuAA03","Tabular Placement of Relational Data on MEMS-based Storage Devices","H Yu, D Agrawal, A Abbadi","VLDB",2003
"conf/vldb/LiuLBHTS03","Capturing Global Transactions from Multiple Recovery Log Files in a Partitioned Database System","C Liu, B Lindsay, S Bourbonnais, E Hamel, T Truong, J Stankiewitz","VLDB",2003
"conf/vldb/FlorescuHKLRWCSA03","The BEA/XQRL Streaming XQuery Processor","D Florescu, C Hillery, D Kossmann, P Lucas, F Riccardi, T Westmann, M Carey, A Sundararajan, G Agrawal","VLDB",2003
"conf/vldb/MurthyB03","XML Schemas in Oracle XML DB","R Murthy, S Banerjee","VLDB",2003
"conf/vldb/HageJPST03","Integrated Data Management for Mobile Services in the Real World","C Hage, C Jensen, T Pedersen, L Speicys, I Timko","VLDB",2003
"conf/vldb/AnKR03","Improving Performance with Bulk-Inserts in Oracle R-Trees","N An, K Kanth, S Ravada","VLDB",2003
"conf/vldb/Galindo-LegariaJWW03","Statistics on Views","C Galindo-Legaria, M Joshi, F Waas, M Wu","VLDB",2003
"conf/vldb/BhattacharjeePMLCH03","Efficient Query Processing for Multi-Dimensionally Clustered Tables in DB2","B Bhattacharjee, S Padmanabhan, T Malkemus, T Lai, L Cranston, M Huras","VLDB",2003
"conf/vldb/SrinivasaK03","A Platform Based on the Multi-dimensional Data Model for Analysis of Bio-Molecular Structures","S Srinivasa, S Kumar","VLDB",2003
"conf/vldb/MiklauS03","Controlling Access to Published Data Using Cryptography","G Miklau, D Suciu","VLDB",2003
"conf/vldb/MeekPK03","OASIS: An Online and Accurate Technique for Local-alignment Searches on Biological Sequences","C Meek, J Patel, S Kasetty","VLDB",2003
"conf/vldb/BawaBA03","Privacy-Preserving Indexing of Documents on the Network","M Bawa, R Jr., R Agrawal","VLDB",2003
"conf/vldb/PossP03","Data Compression in Oracle","M Pöss, D Potapov","VLDB",2003
"conf/vldb/CarneyCZRCS03","Operator Scheduling in a Data Stream Manager","D Carney, U Çetintemel, A Rasin, S Zdonik, M Cherniack, M Stonebraker","VLDB",2003
"conf/vldb/HristidisGP03","Efficient IR-Style Keyword Search over Relational Databases","V Hristidis, L Gravano, Y Papakonstantinou","VLDB",2003
"conf/vldb/GalanisWJD03","Locating Data Sources in Large Distributed Systems","L Galanis, Y Wang, S Jeffery, D DeWitt","VLDB",2003
"conf/vldb/Jermaine03","Robust Estimation With Sampling and Approximate Pre-Aggregation","C Jermaine","VLDB",2003
"conf/vldb/TorloneA03","Chameleon: an Extensible and Customizable Tool for Web Data Translation","R Torlone, P Atzeni","VLDB",2003
"conf/vldb/WeberSNSS03","WebService Composition with O'GRAPE and OSIRIS","R Weber, C Schuler, P Neukomm, H Schuldt, H Schek","VLDB",2003
"conf/vldb/FernandezSCMS03","Implementing Xquery 1.0: The Galax Experience","M Fernandez, J Siméon, B Choi, A Marian, G Sur","VLDB",2003
"conf/vldb/HardingLM03","XISS/R: XML Indexing and Storage System using RDBMS","P Harding, Q Li, B Moon","VLDB",2003
"conf/vldb/BalminHKPSW03","A System for Keyword Proximity Search on XML Databases","A Balmin, V Hristidis, N Koudas, Y Papakonstantinou, D Srivastava, T Wang","VLDB",2003
"conf/vldb/ArionBCDMP03","Xquec: Pushing Queries to Compressed XML Data","A Arion, A Bonifati, G Costa, S D'Aguanno, I Manolescu, A Pugliese","VLDB",2003
"conf/vldb/AbiteboulBBCCDMMP03","Managing Distributed Workspaces with Active XML","S Abiteboul, J Baumgarten, A Bonifati, G Cobena, C Cremarenco, F Dragan, I Manolescu, T Milo, N Preda","VLDB",2003
"conf/vldb/MengLLA03","OrientStore: A Schema Based Native XML Storage System","X Meng, D Luo, M Lee, J An","VLDB",2003
"conf/vldb/BergerBSW03","Xcerpt and visXcerpt: From Pattern-Based to Visual Querying of XML and Semistructured Data","S Berger, F Bry, S Schaffert, C Wieser","VLDB",2003
"conf/vldb/Brodie03","Illuminating the Dark Side of Web Services","M Brodie","VLDB",2003
"conf/vldb/Cluet03","Who needs XML Databases?","S Cluet","VLDB",2003
"conf/vldb/KerstenWFKBC03","A Database Striptease or How to Manage Your Personal Databases","M Kersten, G Weikum, M Franklin, D Keim, A Buchmann, S Chaudhuri","VLDB",2003
"conf/vldb/Kuhn03","The Zero-Delay Data Warehouse: Mobilizing Heterogeneous Databases","e Kühn","VLDB",2003
"conf/vldb/Schoning03","Commercial Use of Database Technology","H Schöning","VLDB",2003
"conf/vldb/Leymann03","Grid and Applications (Industrial Session)","F Leymann","VLDB",2003
"conf/vldb/Cabrera03","Web Services (Industrial Session)","F Cabrera","VLDB",2003
"conf/vldb/CliftonFHKLS03","Privacy-Enhanced Data Management for Next-Generation e-Commerce","N/A","N/A",2003
"conf/vldb/DeckerK03","The Semantic Web: Semantics for Data on the Web","N/A","N/A",2003
"conf/vldb/NathDKGKS03","IrisNet: An Architecture for Internet-scale Sensing Services","S Nath, A Deshpande, Y Ke, P Gibbons, B Karp, S Seshan","VLDB",2003
"conf/vldb/Baumann03","Large-Scale, Standards-Based Earth Observation Imagery and Web Mapping Services","P Baumann","VLDB",2003
"conf/vldb/SattlerGS03","QUIET: Continuous Query-driven Index Tuning","K Sattler, I Geist, E Schallehn","VLDB",2003
"conf/vldb/BouganimNPW03","Chip-Secured Data Access: Reconciling Access Rights with Data Encryption","L Bouganim, F Ngoc, P Pucheral, L Wu","VLDB",2003
"conf/vldb/WangSG03","An Interpolated Volume Data Model","T Wang, S Santini, A Gupta","VLDB",2003
"conf/vldb/LakshmananPZ03","Efficacious Data Cube Exploration by Semantic Summarization and Compression","L Lakshmanan, J Pei, Y Zhao","VLDB",2003
"conf/vldb/WangZL03","ATLAS: A Small but Complete SQL Extension for Data Mining and Data Streams","H Wang, C Zaniolo, C Luo","VLDB",2003
"conf/vldb/WitkowskiBBFGSS03","Business Modelling Using SQL Spreadsheets","A Witkowski, S Bellamkonda, T Bozkaya, N Folkert, A Gupta, L Sheng, S Subramanian","VLDB",2003
"conf/vldb/SizovGT03","From Focused Crawling to Expert Information: an Application Framework for Web Exploration and Portal Generation","S Sizov, J Graupmann, M Theobald","VLDB",2003
"conf/vldb/LiPHCAAT03","CachePortal II: Acceleration of Very Large Scale Data Center-Hosted Database-driven Web Applications","W Li, O Po, W Hsiung, K Candan, D Agrawal, Y Akca, K Taniguchi","VLDB",2003
"conf/vldb/NieKH03","BibFinder/StatMiner: Effectively Mining and Using Coverage and Overlap Statistics in Data Integration","Z Nie, S Kambhampati, T Hernandez","VLDB",2003
"conf/vldb/PetrovicBJ03","S-ToPSS: Semantic Toronto Publish/Subscribe System","M Petrovic, I Burcea, H Jacobsen","VLDB",2003
"conf/vldb/NicklasGS03","NexusScout: An Advanced Location-Based Application on a Distributed, Open Mediation Platform","D Nicklas, M Großmann, T Schwarz","VLDB",2003
"conf/vldb/AbiteboulABBNM03","Schema-driven Customization of Web Services","S Abiteboul, B Amann, J Baumgarten, O Benjelloun, F Ngoc, T Milo","VLDB",2003
"conf/vldb/Mattos03","Integrating Information for On Demand Computing","N Mattos","VLDB",2003
"conf/vldb/EleftheriouBCDHLPPABDDDGJHLRSVW03","A Nanotechnology-based Approach to Data Storage","E Eleftheriou, P Bächtold, G Cherubini, A Dholakia, C Hagleitner, T Loeliger, A Pantazi, H Pozidis, T Albrecht, G Binnig, M Despont, U Drechsler, U Dürig, B Gotsmann, D Jubin, W Häberle, M Lantz, H Rothuizen, R Stutz, P Vettiger, D Wiesmann","VLDB",2003
"conf/vldb/Ioannidis03","The History of Histograms (abridged)","Y Ioannidis","VLDB",2003
"conf/vldb/Shenker03","The Data-Centric Revolution in Networking","S Shenker","VLDB",2003
"conf/vldb/CohenMKS03","XSEarch: A Semantic Search Engine for XML","S Cohen, J Mamou, Y Kanza, Y Sagiv","VLDB",2003
"conf/vldb/RaghavanG03","Complex Queries over Web Repositories","S Raghavan, H Garcia-Molina","VLDB",2003
"conf/vldb/YangLH03","Efficient Mining of XML Query Patterns for Caching","L Yang, M Lee, W Hsu","VLDB",2003
"conf/vldb/ShahDR03","An Efficient and Resilient Approach to Filtering and Disseminating Streaming Data","S Shah, S Dharmarajan, K Ramamritham","VLDB",2003
"conf/vldb/Amer-YahiaFSX03","Phrase Matching in XML","S Amer-Yahia, M Fernandez, D Srivastava, Y Xu","VLDB",2003
"conf/vldb/ChenDZ03","RRXF: Redundancy reducing XML storage in relations","Y Chen, S Davidson, C Hara, Y Zheng","VLDB",2003
"conf/vldb/DeutschT03","MARS: A System for Publishing XML from Mixed and Redundant Storage","A Deutsch, V Tannen","VLDB",2003
"conf/vldb/MarianS03","Projecting XML Documents","A Marian, J Siméon","VLDB",2003
"conf/vldb/HalversonBKKRTVWND03","Mixed Mode XML Query Processing","A Halverson, J Burger, L Galanis, A Kini, R Krishnamurthy, A Rao, F Tian, S Viglas, Y Wang, J Naughton, D DeWitt","VLDB",2003
"conf/vldb/ChenJLP03","From Tree Patterns to Generalized Tree Patterns: On Efficient Evaluation of XQuery","Z Chen, H Jagadish, L Lakshmanan, S Paparizos","VLDB",2003
"conf/vldb/Koch03","Efficient Processing of Expressive Node-Selecting Queries on XML Data in Secondary Storage: A Tree Automata-based Approach","C Koch","VLDB",2003
"conf/vldb/DiaoF03","Query Processing for High-Volume XML Message Brokering","Y Diao, M Franklin","VLDB",2003
"conf/vldb/AggarwalHWY03","A Framework for Clustering Evolving Data Streams","C Aggarwal, J Han, J Wang, P Yu","VLDB",2003
"conf/vldb/TengCY03","A Regression-Based Temporal Pattern Mining Scheme for Data Streams","W Teng, M Chen, P Yu","VLDB",2003
"conf/vldb/KumaranH03","On the Costs of Multilingualism in Database Systems","A Kumaran, J Haritsa","VLDB",2003
"conf/vldb/YuPM03","Distributed Top-N Query Processing with Possibly Uncooperative Local Systems","C Yu, G Philip, W Meng","VLDB",2003
"conf/vldb/LongS03","Optimized Query Execution in Large Search Engines with Global Page Ordering","X Long, T Suel","VLDB",2003
"conf/vldb/KochBG03","Path Queries on Compressed XML","P Buneman, M Grohe, C Koch","VLDB",2003
"conf/vldb/FlescaFM03","On the minimization of Xpath queries","S Flesca, F Furfaro, E Masciari","VLDB",2003
"conf/vldb/Ramanan03","Covering Indexes for XML Queries: Bisimulation - Simulation = Negation","P Ramanan","VLDB",2003
"conf/vldb/ZhouR03","Buffering Accesses to Memory-Resident Index Structures","J Zhou, K Ross","VLDB",2003
"conf/vldb/LabrinidisR03","Balancing Performance and Data Freshness in Web Database Servers","A Labrinidis, N Roussopoulos","VLDB",2003
"conf/vldb/ChenL03","VIPAS: Virtual Link Powered Authority Search in the Web","C Lin, M Chen","VLDB",2003
"conf/vldb/LimWV03","SASH: A Self-Adaptive Histogram Set for Dynamically Changing Workloads","L Lim, M Wang, J Vitter","VLDB",2003
"conf/vldb/ZhouS03","Data Bubbles for Non-Vector Data: Speeding-up Hierarchical Clustering in Arbitrary Metric Spaces","J Zhou, J Sander","VLDB",2003
"conf/vldb/ShiSZ03","A Shrinking-Based Approach for Multi-Dimensional Data Analysis","Y Shi, Y Song, A Zhang","VLDB",2003
"conf/vldb/HinneburgLH03","COMBI-Operator: Database Support for Data Mining Applications","A Hinneburg, W Lehner, D Habich","VLDB",2003
"conf/vldb/HankinsP03","Data Morphing: An Adaptive, Cache-Conscious Storage Technique","R Hankins, J Patel","VLDB",2003
"conf/vldb/TatbulCZCS03","Load Shedding in a Data Stream Manager","N Tatbul, U Çetintemel, S Zdonik, M Cherniack, M Stonebraker","VLDB",2003
"conf/vldb/HammadFAE03","Scheduling for shared window joins over data streams","M Hammad, M Franklin, W Aref, A Elmagarmid","VLDB",2003
"conf/vldb/ViglasNB03","Maximizing the Output Rate of Multi-Way Join Queries over Streaming Information Sources","S Viglas, J Naughton, J Burger","VLDB",2003
"conf/vldb/JiangWL03","Holistic Twig Joins on Indexed XML Documents","H Jiang, W Wang, H Lu, J Yu","VLDB",2003
"conf/vldb/HeMYW03","WISE-Integrator: An Automatic Integrator of Web Search Interfaces for E-Commerce","H He, W Meng, C Yu, Z Wu","VLDB",2003
"conf/vldb/LernerS03","AQuery: Query Language for Ordered Data, Optimization Techniques, and Experiments","A Lerner, D Shasha","VLDB",2003
"conf/vldb/TianD03","Tuple Routing Strategies for Distributed Eddies","F Tian, D DeWitt","VLDB",2003
"conf/vldb/HuebschHLLSS03","Querying the Internet with PIER","R Huebsch, J Hellerstein, N Lanham, B Loo, S Shenker, I Stoica","VLDB",2003
"conf/vldb/VelegrakisMP03","Mapping Adaptation under Evolving Schemas","Y Velegrakis, R Miller, L Popa","VLDB",2003
"conf/vldb/LuoNEW03","Locking Protocols for Materialized Aggregate Join Views","G Luo, J Naughton, C Ellmann, M Watzke","VLDB",2003
"conf/vldb/PapadimitriouBF03","Adaptive, Hands-Off Stream Mining","S Papadimitriou, A Brockwell, C Faloutsos","VLDB",2003
"conf/vldb/MadhavanH03","Composing Mappings Among Data Sources","J Madhavan, A Halevy","VLDB",2003
"conf/vldb/GaoS03","Temporal Slicing in the Evaluation of XML Queries","D Gao, R Snodgrass","VLDB",2003
"conf/vldb/TsoisS03","The Generalized Pre-Grouping Transformation: Aggregate-Query Optimization in the Presence of Dependencies","A Tsois, T Sellis","VLDB",2003
"conf/vldb/LeeHJT03","Supporting Frequent Updates in R-Trees: A Bottom-Up Approach","M Lee, W Hsu, C Jensen, B Cui, K Teo","VLDB",2003
"conf/vldb/QianZXP03","The ND-Tree: A Dynamic Indexing Technique for Multidimensional Non-ordered Discrete Data Spaces","G Qian, Q Zhu, Q Xue, S Pramanik","VLDB",2003
"conf/vldb/KraftSRM03","Coarse-Grained Optimization: Techniques for Rewriting SQL Statement Sequences","T Kraft, H Schwarz, R Rantzau, B Mitschang","VLDB",2003
"conf/vldb/GolabO03","Processing Sliding Window Multi-Joins in Continuous Queries over Data Streams","L Golab, M Özsu","VLDB",2003
"conf/vldb/CormodeKMS03","Finding Hierarchical Heavy Hitters in Data Streams","G Cormode, F Korn, S Muthukrishnan, D Srivastava","VLDB",2003
"conf/vldb/XinHLW03","Star-Cubing: Computing Iceberg Cubes by Top-Down and Bottom-Up Integration","D Xin, J Han, X Li, B Wah","VLDB",2003
"conf/vldb/KornMZ03","Checks and Balances: Monitoring Data Quality Problems in Network Traffic Databases","F Korn, S Muthukrishnan, Y Zhu","VLDB",2003
"conf/vldb/LubbersGJ03","Systematic Development of Data Mining-Based Data Quality Tools","D Lübbers, U Grimmer, M Jarke","VLDB",2003
"conf/vldb/IwerksSS03","Continuous K-Nearest Neighbor Queries for Continuously Moving Points with Updates","G Iwerks, H Samet, K Smith","VLDB",2003
"conf/vldb/GrustKT03","Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps","T Grust, M Keulen, J Teubner","VLDB",2003
"conf/vldb/BlottK02","An Almost-Serial Protocol for Transaction Execution in Main-Memory Database Systems","S Blott, H Korth","VLDB",2002
"conf/vldb/DaynesC02","Lightweight Flexible Isolation for Language-based Extensible Systems","L Daynès, G Czajkowski","VLDB",2002
"conf/vldb/KarayannidisTSPMRFEB02","Processing Star Queries on Hierarchically-Clustered Fact Tables","N Karayannidis, A Tsois, T Sellis, R Pieringer, V Markl, F Ramsak, R Fenk, K Elhardt, R Bayer","VLDB",2002
"conf/vldb/KangC02","Exploiting Versions for On-line Data Warehouse Maintenance in MOLAP Servers","H Kang, C Chung","VLDB",2002
"conf/vldb/NiermanJ02","ProTDB: Probabilistic Data in XML","A Nierman, H Jagadish","VLDB",2002
"conf/vldb/HristidisP02","DISCOVER: Keyword Search in Relational Databases","V Hristidis, Y Papakonstantinou","VLDB",2002
"conf/vldb/RizviH02","Maintaining Data Privacy in Association Rule Mining","S Rizvi, J Haritsa","VLDB",2002
"conf/vldb/SenkulKT02","A Logical Framework for Scheduling Workflows under Resource Allocation Constraints","P Senkul, M Kifer, I Toroslu","VLDB",2002
"conf/vldb/PalpanasSCP02","Incremental Maintenance for Non-Distributive Aggregate Functions","T Palpanas, R Sidle, R Cochrane, H Pirahesh","VLDB",2002
"conf/vldb/KornMS02","Reverse Nearest Neighbor Aggregates Over Data Streams","F Korn, S Muthukrishnan, D Srivastava","VLDB",2002
"conf/vldb/ChanFFGR02","Tree Pattern Aggregation for Scalable XML Data Dissemination","C Chan, W Fan, P Felber, M Garofalakis, R Rastogi","VLDB",2002
"conf/vldb/BenediktCFRZZ02","DTD-Directed Publishing with Attribute Translation Grammars","M Benedikt, C Chan, W Fan, R Rastogi, S Zheng, A Zhou","VLDB",2002
"conf/vldb/RohmBSS02","FAS - A Freshness-Sensitive Coordination Middleware for a Cluster of OLAP Components","U Röhm, K Böhm, H Schek, H Schuldt","VLDB",2002
"conf/vldb/LakshmananNWZJ02","The Generalized MDL Approach for Summarization","L Lakshmanan, R Ng, C Wang, X Zhou, T Johnson","VLDB",2002
"conf/vldb/LakshmananPH02","Quotient Cube: How to Summarize the Semantics of a Data Cube","L Lakshmanan, J Pei, J Han","VLDB",2002
"conf/vldb/LeeWMS02","A One-Pass Aggregation Algorithm with the Optimal Buffer Size in Multidimensional OLAP","Y Lee, K Whang, Y Moon, I Song","VLDB",2002
"conf/vldb/ZellerK02","Experience Report: Exploiting Advanced Database Optimization Features for Large-Scale SAP R/3 Installations","B Zeller, A Kemper","VLDB",2002
"conf/vldb/Vingralek02","GnatDb: A Small-Footprint, Secure Database System","R Vingralek","VLDB",2002
"conf/vldb/GotoK02","A New Passenger Support System for Public Transport using Mobile Database Access","K Goto, Y Kambayashi","VLDB",2002
"conf/vldb/Selinger02","Information Integration and XML in IBM's DB2","P Selinger","VLDB",2002
"conf/vldb/Fox02","Toward Recovery-Oriented Computing","A Fox","VLDB",2002
"conf/vldb/SeifertS02","A Multi-version Cache Replacement and Prefetching Policy for Hybrid Data Delivery Environments","A Seifert, M Scholl","VLDB",2002
"conf/vldb/SayalCDS02","Business Process Cockpit","M Sayal, F Casati, U Dayal, M Shan","VLDB",2002
"conf/vldb/LohmanL02","SMART: Making DB2 (More) Autonomic","G Lohman, S Lightstone","VLDB",2002
"conf/vldb/SchmidtWKCMB02","XMark: A Benchmark for XML Data Management","A Schmidt, F Waas, M Kersten, M Carey, I Manolescu, R Busse","VLDB",2002
"conf/vldb/DagevilleZ02","SQL Memory Management in Oracle9i","B Dageville, M Zaït","VLDB",2002
"conf/vldb/KiesslingK02","Preference SQL - Design, Implementation, Experiences","W Kießling, G Köstler","VLDB",2002
"conf/vldb/PanRAMOHAMV02","The Denodo Data Integration Platform","A Pan, J Raposo, M Álvarez, P Montoto, V Orjales, J Hidalgo, L Ardao, A Molano, Á Viña","VLDB",2002
"conf/vldb/LaudBCSR02","The gRNA: A Highly Programmable Infrastructure for Prototyping, Developing and Deploying Genomics-Centric Applications","A Laud, S Bhowmick, P Cruz, D Singh, G Rajesh","VLDB",2002
"conf/vldb/AlexandrovABBBCDFHJKKKLLMMMPNPPRRSSW02","OBK - An Online High Energy Physics' Meta-Data Repository","I Alexandrov, A Amorim, E Badescu, M Barczyk, D Burckhart-Chromek, M Caprini, M Dobson, J Flammer, R Hart, R Jones, A Kazarov, S Kolos, V Kotov, D Liko, L Lucio, L Mapelli, M Mineev, L Moneta, I Papadopoulos, M Nassiakou, N Parrington, L Pedro, A Ribeiro,","VLDB",2002
"conf/vldb/IlyasAE02","Joining Ranked Inputs in Practice","I Ilyas, W Aref, A Elmagarmid","VLDB",2002
"conf/vldb/Mohan02a","An Efficient Method for Performing Record Deletions and Updates Using Index Scans","C Mohan","VLDB",2002
"conf/vldb/KeidlSSK02","ServiceGlobe: Distributing E-Services Across the Internet","M Keidl, S Seltzsam, K Stocker, A Kemper","VLDB",2002
"conf/vldb/ShengBDM02","SELF-SERV: A Platform for Rapid Composition of Web Services in a Peer-to-Peer Environment","Q Sheng, B Benatallah, M Dumas, E Mak","VLDB",2002
"conf/vldb/AggarwalY02","An Automated System for Web Portal Personalization","C Aggarwal, P Yu","VLDB",2002
"conf/vldb/ShegalovWBL02","EOS: Exactly-Once E-Service Middleware","G Shegalov, G Weikum, R Barga, D Lomet","VLDB",2002
"conf/vldb/OhuraTPK02","Experiments on Query Expansion for Internet Yellow Page Services Using Web Log Mining","Y Ohura, K Takahashi, I Pramudiono, M Kitsuregawa","VLDB",2002
"conf/vldb/LiHKSPAC02","Issues and Evaluations of Caching Solutions for Web Application Acceleration","W Li, W Hsiung, D Kalashnikov, R Sion, O Po, D Agrawal, K Candan","VLDB",2002
"conf/vldb/King02","The Rubicon of Smart Data","R King","VLDB",2002
"conf/vldb/Sripada02","Information Management Challenges from the Aerospace Industry","S Sripada","VLDB",2002
"conf/vldb/MahnkeMS02","Extending an ORDBMS: The StateMachine Module","W Mahnke, C Mathis, H Steiert","VLDB",2002
"conf/vldb/AdityaBCHNS02","BANKS: Browsing and Keyword Searching in Relational Databases","B Aditya, G Bhalotia, S Chakrabarti, A Hulgeri, C Nakhe, P Parag, S Sudarshan","VLDB",2002
"conf/vldb/CiliaHB02","Profiling and Internet Connectivity in Automotive Environments","M Cilia, P Hasselmayer, A Buchmann","VLDB",2002
"conf/vldb/SantiniG02","GeMBASE: A Geometric Mediator for Brain Analysis with Surface Ensembles","S Santini, A Gupta","VLDB",2002
"conf/vldb/LamKR02","RTMonitor: Real-Time Data Monitoring Using Mobile Agent Technologies","K Lam, A Kwan, K Ramamritham","VLDB",2002
"conf/vldb/HeymannTKWRMF02","Viator - A Tool Family for Graphical Networking and Data View Creation","S Heymann, K Tham, A Kilian, G Wegner, P Rieger, D Merkel, J Freytag","VLDB",2002
"conf/vldb/AgrawalSX02","Database Technologies for Electronic Commerce","R Agrawal, R Srikant, Y Xu","VLDB",2002
"conf/vldb/HsuLOMTX02","Advanced Database Technologies in a Diabetic Healthcare System","W Hsu, M Lee, B Ooi, P Mohanty, K Teo, C Xia","VLDB",2002
"conf/vldb/Mohan01","Caching Technologies for Web Applications","C Mohan","VLDB",2001
"conf/vldb/GarofalakisG01","Approximate Query Processing: Taming the TeraBytes","M Garofalakis, P Gibbons","VLDB",2001
"conf/vldb/LiuJ02","A-TOPSS - A Publish/Subscribe System Supporting Approximate Matching","H Liu, H Jacobsen","VLDB",2002
