id,title,director
"<http://dbpedia.org/resource/The_Passion_of_Joan_of_Arc>","The Passion of Joan of Arc","Carl Theodor Dreyer"
"<http://dbpedia.org/resource/The_Phantom_of_the_Opera_%281925_film%29>","The Phantom of the Opera (1925 film)","Lon Chaney, Sr."
"<http://dbpedia.org/resource/Live_from_Baghdad_%28film%29>","Live from Baghdad (film)","Mick Jackson (director)"
"<http://dbpedia.org/resource/Thank_You,_Jeeves%21>","Thank You, Jeeves!","Arthur Greville Collins"
"<http://dbpedia.org/resource/The_Adventures_of_Robinson_Crusoe_%28serial%29>","The Adventures of Robinson Crusoe (serial)","Robert F. Hill"
"<http://dbpedia.org/resource/Flight_of_the_Phoenix_%282004_film%29>","Flight of the Phoenix (2004 film)","John Moore (director)"
"<http://dbpedia.org/resource/H._G._Wells%27_War_of_the_Worlds_%282005_film%29>","H. G. Wells' War of the Worlds (2005 film)","David Michael Latt"
"<http://dbpedia.org/resource/The_Phantom_of_the_Air>","The Phantom of the Air","Ray Taylor (director)"
"<http://dbpedia.org/resource/The_Call_of_the_Wild_%281935_film%29>","The Call of the Wild (1935 film)","William A. Wellman"
"<http://dbpedia.org/resource/How_Tasty_Was_My_Little_Frenchman>","How Tasty Was My Little Frenchman","Nelson Pereira dos Santos"
"<http://dbpedia.org/resource/An_Adventure_in_the_Autumn_Woods>","An Adventure in the Autumn Woods","D. W. Griffith"
"<http://dbpedia.org/resource/Any_Old_Port%21>","Any Old Port!","James W.Horne"
"<http://dbpedia.org/resource/Ferris_Bueller%27s_Day_Off>","Ferris Bueller's Day Off","John Hughes (filmmaker)"
"<http://dbpedia.org/resource/The_Wolf_Man_%281924_film%29>","The Wolf Man (1924 film)","Edmund Mortimer (actor)"
"<http://dbpedia.org/resource/Period_of_Adjustment_%28film%29>","Period of Adjustment (film)","George Roy Hill"
"<http://dbpedia.org/resource/Period_of_Adjustment_%28film%29>","Period of Adjustment (film)","George Roy Hill"
"<http://dbpedia.org/resource/Subash_Chandra_Bose_%28film%29>","Subash Chandra Bose (film)","K. Raghavendra Rao"
"<http://dbpedia.org/resource/The_Swan_Princess:_The_Mystery_of_the_Enchanted_Kingdom>","The Swan Princess: The Mystery of the Enchanted Kingdom","Richard Rich (director)"
"<http://dbpedia.org/resource/The_Swan_Princess:_The_Mystery_of_the_Enchanted_Kingdom>","The Swan Princess: The Mystery of the Enchanted Kingdom","Richard Rich (director)"
"<http://dbpedia.org/resource/Fast_and_Loose_%28film%29>","Fast and Loose (film)","Fred C. Newmeyer"
"<http://dbpedia.org/resource/Dance_with_a_Stranger>","Dance with a Stranger","Mike Newell (director)"
"<http://dbpedia.org/resource/Lenny_Bruce:_Swear_to_Tell_the_Truth>","Lenny Bruce: Swear to Tell the Truth","Robert B. Weide"
"<http://dbpedia.org/resource/A_View_to_a_Kill>","A View to a Kill","John Glen (director)"
"<http://dbpedia.org/resource/The_Secret_Life_of_Walter_Mitty_%28film%29>","The Secret Life of Walter Mitty (film)","Norman Z. McLeod"
"<http://dbpedia.org/resource/The_Three_Burials_of_Melquiades_Estrada>","The Three Burials of Melquiades Estrada","Tommy Lee Jones"
"<http://dbpedia.org/resource/A_Yank_at_Oxford>","A Yank at Oxford","Jack Conway (film-maker)"
"<http://dbpedia.org/resource/Prison_Break:_The_Final_Break>","Prison Break: The Final Break","Brad Turner (director)"
"<http://dbpedia.org/resource/The_Adventures_of_Smilin%27_Jack_%28serial%29>","The Adventures of Smilin' Jack (serial)","Ray Taylor (director)"
"<http://dbpedia.org/resource/The_Power_of_One_%28film%29>","The Power of One (film)","John G. Avildsen"
"<http://dbpedia.org/resource/The_Prisoner_of_Zenda_%281937_film%29>","The Prisoner of Zenda (1937 film)","John Cromwell (director)"
"<http://dbpedia.org/resource/The_Prisoner_of_Zenda_%281937_film%29>","The Prisoner of Zenda (1937 film)","John Cromwell (director)"
"<http://dbpedia.org/resource/The_Red_Menace_%28film%29>","The Red Menace (film)","R. G. Springsteen"
"<http://dbpedia.org/resource/Life_or_Death_%28film%29>","Life or Death (film)","Kamal El Sheikh"
"<http://dbpedia.org/resource/Seven_Cities_of_Gold_%28film%29>","Seven Cities of Gold (film)","Robert D. Webb"
"<http://dbpedia.org/resource/Lara_Croft_Tomb_Raider:_The_Cradle_of_Life>","Lara Croft Tomb Raider: The Cradle of Life","Jan de Bont"
"<http://dbpedia.org/resource/The_Walking_Dead_%281995_film%29>","The Walking Dead (1995 film)","Preston A. Whitmore II"
"<http://dbpedia.org/resource/Four_Weddings_and_a_Funeral>","Four Weddings and a Funeral","Mike Newell (director)"
"<http://dbpedia.org/resource/Where_the_Heart_Is_%282000_film%29>","Where the Heart Is (2000 film)","Matt Williams (producer)"
"<http://dbpedia.org/resource/The_Most_Dangerous_Game_%28film%29>","The Most Dangerous Game (film)","Ernest B. Schoedsack"
"<http://dbpedia.org/resource/Innocence_of_Lizette>","Innocence of Lizette","James Kirkwood, Sr."
"<http://dbpedia.org/resource/The_White_Rose_of_the_Wilds>","The White Rose of the Wilds","D. W. Griffith"
"<http://dbpedia.org/resource/Last_Train_to_Mahakali>","Last Train to Mahakali","Anurag Kashyap (director)"
"<http://dbpedia.org/resource/Albert_Pinto_Ko_Gussa_Kyon_Aata_Hai>","Albert Pinto Ko Gussa Kyon Aata Hai","Saeed Akhtar Mirza"
"<http://dbpedia.org/resource/Fox_Movietone_Follies_of_1929>","Fox Movietone Follies of 1929","David Butler (director)"
"<http://dbpedia.org/resource/Abu_Zayd_al-Hilali_%28film%29>","Abu Zayd al-Hilali (film)","Ezzel Dine Zulficar"
"<http://dbpedia.org/resource/Alien_vs._Predator_%28film%29>","Alien vs. Predator (film)","Paul W. S. Anderson"
"<http://dbpedia.org/resource/The_Last_Frontier_%28serial%29>","The Last Frontier (serial)","Spencer Gordon Bennet"
"<http://dbpedia.org/resource/San_Antonio_%28film%29>","San Antonio (film)","Robert Florey"
"<http://dbpedia.org/resource/Nagai_Go_World:_Maboroshi_Panty_VS_Henchin_Pokoider>","Nagai Go World: Maboroshi Panty VS Henchin Pokoider","Minoru Kawasaki (film director)"
"<http://dbpedia.org/resource/The_Street:_A_Film_with_the_Homeless>","The Street: A Film with the Homeless","Daniel Cross (filmmaker)"
"<http://dbpedia.org/resource/Autobiography_of_a_Princess>","Autobiography of a Princess","James Ivory (director)"
"<http://dbpedia.org/resource/The_Wild_Goose_Chase_%28film%29>","The Wild Goose Chase (film)","Cecil B. DeMille"
"<http://dbpedia.org/resource/The_Warriors_%28film%29>","The Warriors (film)","Walter Hill (filmmaker)"
"<http://dbpedia.org/resource/Ready_When_You_Are,_Mr_McGill>","Ready When You Are, Mr McGill","Mike Newell (director)"
"<http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home>","Free Willy 2: The Adventure Home","Dwight H. Little"
"<http://dbpedia.org/resource/Blaavand_melder_storm>","Blaavand melder storm","Alice O'Fredericks"
"<http://dbpedia.org/resource/Moan_and_Groan,_Inc.>","Moan and Groan, Inc.","Robert F. McGowan"
"<http://dbpedia.org/resource/Woman_Sesame_Oil_Maker>","Woman Sesame Oil Maker","Xie Fei (director)"
"<http://dbpedia.org/resource/Omen_III:_The_Final_Conflict>","Omen III: The Final Conflict","Graham Baker (director)"
"<http://dbpedia.org/resource/House_on_Haunted_Hill_%281999_film%29>","House on Haunted Hill (1999 film)","William Malone (director)"
"<http://dbpedia.org/resource/Bound_and_Gagged_%28serial%29>","Bound and Gagged (serial)","George B. Seitz"
"<http://dbpedia.org/resource/Chill_Factor_%28film%29>","Chill Factor (film)","Hugh Johnson (cinematographer)"
"<http://dbpedia.org/resource/The_Cowboy_and_the_Lady_%281938_film%29>","The Cowboy and the Lady (1938 film)","H. C. Potter"
"<http://dbpedia.org/resource/Man_of_the_House_%281995_film%29>","Man of the House (1995 film)","James Orr (filmmaker)"
"<http://dbpedia.org/resource/Main_Street_on_the_March%21>","Main Street on the March!","Edward Cahn (director)"
"<http://dbpedia.org/resource/King_Solomon%27s_Mines_%281937_film%29>","King Solomon's Mines (1937 film)","Robert Stevenson (director)"
"<http://dbpedia.org/resource/Boom_Town_%28film%29>","Boom Town (film)","Jack Conway (film-maker)"
"<http://dbpedia.org/resource/The_Great_Train_Robbery_%28film%29>","The Great Train Robbery (film)","Edwin S. Porter"
"<http://dbpedia.org/resource/I%27m_Going_Home_%28film%29>","I'm Going Home (film)","Manoel de Oliveira"
"<http://dbpedia.org/resource/Dance_Party_USA_%28film%29>","Dance Party USA (film)","Aaron Katz (filmmaker)"
"<http://dbpedia.org/resource/Sherlock_Holmes_and_the_Secret_Weapon>","Sherlock Holmes and the Secret Weapon","Roy William Neil"
"<http://dbpedia.org/resource/I_Was_a_Communist_for_the_FBI>","I Was a Communist for the FBI","Gordon Douglas (director)"
"<http://dbpedia.org/resource/Flying_Tigers_%28film%29>","Flying Tigers (film)","David Miller (director)"
"<http://dbpedia.org/resource/Crossing_Over_%28film%29>","Crossing Over (film)","Wayne Kramer (filmmaker)"
"<http://dbpedia.org/resource/In_Old_Santa_Fe>","In Old Santa Fe","David Howard (director)"
"<http://dbpedia.org/resource/The_Prisoner_of_Zenda_%281922_film%29>","The Prisoner of Zenda (1922 film)","Rex Ingram (director)"
"<http://dbpedia.org/resource/Wild_in_the_Country>","Wild in the Country","Philip Dunne (writer)"
"<http://dbpedia.org/resource/Extreme_Prejudice_%28film%29>","Extreme Prejudice (film)","Walter Hill (filmmaker)"
"<http://dbpedia.org/resource/Suddenly,_Last_Summer_%28film%29>","Suddenly, Last Summer (film)","Joseph L. Mankiewicz"
"<http://dbpedia.org/resource/Look_for_the_Silver_Lining_%28film%29>","Look for the Silver Lining (film)","David Butler (director)"
"<http://dbpedia.org/resource/A_Christmas_Carol_%281971_film%29>","A Christmas Carol (1971 film)","Richard Williams (animator)"
"<http://dbpedia.org/resource/Pack_Up_Your_Troubles>","Pack Up Your Troubles","George Marshall (director)"
"<http://dbpedia.org/resource/Stairwell:_Trapped_in_the_World_Trade_Center>","Stairwell: Trapped in the World Trade Center","Jonathan M. Parisen"
"<http://dbpedia.org/resource/A_Life_in_the_Death_of_Joe_Meek>","A Life in the Death of Joe Meek","Howard S. Berger"
"<http://dbpedia.org/resource/When_Zachary_Beaver_Came_to_Town>","When Zachary Beaver Came to Town","John Schultz (director)"
"<http://dbpedia.org/resource/Going_Straight_%28film%29>","Going Straight (film)","Sidney Franklin (director)"
"<http://dbpedia.org/resource/End_of_the_World_%281977_film%29>","End of the World (1977 film)","John Hayes (director)"
"<http://dbpedia.org/resource/Familien_Pille_som_Spejdere>","Familien Pille som Spejdere","Lau Lauritzen Sr."
"<http://dbpedia.org/resource/Rahul%27s_Arranged_Marriage_%282005%29>","Rahul's Arranged Marriage (2005)","Anant Mathur (filmmaker)"
"<http://dbpedia.org/resource/Ernest_Goes_to_Camp>","Ernest Goes to Camp","John R. Cherry III"
"<http://dbpedia.org/resource/Ernest_Goes_to_Camp>","Ernest Goes to Camp","John R. Cherry III"
"<http://dbpedia.org/resource/Ernest_Goes_to_Camp>","Ernest Goes to Camp","John R. Cherry III"
"<http://dbpedia.org/resource/Christopher_Columbus:_The_Discovery>","Christopher Columbus: The Discovery","John Glen (director)"
"<http://dbpedia.org/resource/Eye_of_God_%28film%29>","Eye of God (film)","Tim Blake Nelson"
"<http://dbpedia.org/resource/Winnie_the_Pooh_%28film%29>","Winnie the Pooh (film)","Stephen J. Anderson"
"<http://dbpedia.org/resource/Mad_Max_2>","Mad Max 2","George Miller (producer)"
"<http://dbpedia.org/resource/High_School_Confidential_%28film%29>","High School Confidential (film)","Jack Arnold (director)"
"<http://dbpedia.org/resource/How%27ve_You_Bean%3F>","How've You Bean?","Alfred J. Goulding"
"<http://dbpedia.org/resource/The_Gunfighter_%28film%29>","The Gunfighter (film)","Henry King (director)"
"<http://dbpedia.org/resource/Shout_at_the_Devil_%28film%29>","Shout at the Devil (film)","Peter R. Hunt"
"<http://dbpedia.org/resource/Amazing_Grace_and_Chuck>","Amazing Grace and Chuck","Mike Newell (director)"
"<http://dbpedia.org/resource/Don_Winslow_of_the_Navy>","Don Winslow of the Navy","Ray Taylor (director)"
"<http://dbpedia.org/resource/The_Edge_of_the_World>","The Edge of the World","Michael Powell (director)"
"<http://dbpedia.org/resource/How_Stella_Got_Her_Groove_Back>","How Stella Got Her Groove Back","Kevin Rodney Sullivan"
"<http://dbpedia.org/resource/Flash_Gordon_Conquers_the_Universe>","Flash Gordon Conquers the Universe","Ford Beebe"
"<http://dbpedia.org/resource/Around_the_World_in_Eighteen_Days>","Around the World in Eighteen Days","B. Reeves Eason"
"<http://dbpedia.org/resource/The_Invaders_%281912%29>","The Invaders (1912)","Thomas H. Ince"
"<http://dbpedia.org/resource/Lean_on_Me_%28film%29>","Lean on Me (film)","John G. Avildsen"
"<http://dbpedia.org/resource/What_Ever_Happened_to_Aunt_Alice%3F>","What Ever Happened to Aunt Alice?","Lee H. Katzin"
"<http://dbpedia.org/resource/The_Adventures_of_Sebastian_Cole>","The Adventures of Sebastian Cole","Tod Williams (filmmaker)"
"<http://dbpedia.org/resource/Hook,_Line_&_Sinker_%281969_film%29>","Hook, Line & Sinker (1969 film)","George Marshall (director)"
"<http://dbpedia.org/resource/Adventures_of_a_Brown_Man_in_Search_of_Civilization>","Adventures of a Brown Man in Search of Civilization","James Ivory (director)"
"<http://dbpedia.org/resource/Twilight_Zone:_The_Movie>","Twilight Zone: The Movie","Steven Spielberg"
"<http://dbpedia.org/resource/Somebody_Help_Me_%28film%29>","Somebody Help Me (film)","Chris Stokes (record producer)"
"<http://dbpedia.org/resource/The_Running_Man_%28film%29>","The Running Man (film)","Paul Michael Glaser"
"<http://dbpedia.org/resource/From_Russia_with_Love_%28film%29>","From Russia with Love (film)","Terence Young (director)"
"<http://dbpedia.org/resource/Terry_and_the_Pirates_%28serial%29>","Terry and the Pirates (serial)","James W. Horne"
"<http://dbpedia.org/resource/The_Plains_of_Heaven>","The Plains of Heaven","Ian Pringle (director)"
"<http://dbpedia.org/resource/The_Pirate_of_Panama>","The Pirate of Panama","Ray Taylor (director)"
"<http://dbpedia.org/resource/In_Love_and_War_%281958_film%29>","In Love and War (1958 film)","Philip Dunne (writer)"
"<http://dbpedia.org/resource/Mother_Carey%27s_Chickens_%28film%29>","Mother Carey's Chickens (film)","Rowland V. Lee"
"<http://dbpedia.org/resource/A_Fool_There_Was_%281914_film%29>","A Fool There Was (1914 film)","Frank Griffin (director)"
"<http://dbpedia.org/resource/Walk_the_Angry_Beach>","Walk the Angry Beach","John Hayes (director)"
"<http://dbpedia.org/resource/The_Lion_Has_Wings>","The Lion Has Wings","Brian Desmond Hurst"
"<http://dbpedia.org/resource/Man_with_a_Plan>","Man with a Plan","John O'Brien (filmmaker)"
"<http://dbpedia.org/resource/The_Road_to_Reno>","The Road to Reno","Richard Wallace (director)"
"<http://dbpedia.org/resource/48_Hrs.>","48 Hrs.","Walter Hill (filmmaker)"
"<http://dbpedia.org/resource/Keeping_Up_with_the_Steins>","Keeping Up with the Steins","Scott Marshall (director)"
"<http://dbpedia.org/resource/House_Party_4:_Down_to_the_Last_Minute>","House Party 4: Down to the Last Minute","Chris Stokes (record producer)"
"<http://dbpedia.org/resource/Ashes_to_Ashes_%28film%29>","Ashes to Ashes (film)","Wayne Gerard Trotman"
"<http://dbpedia.org/resource/Code_of_Silence_%28film%29>","Code of Silence (film)","Andrew Davis (film director)"
"<http://dbpedia.org/resource/The_Girl_of_the_Golden_West_%281915_film%29>","The Girl of the Golden West (1915 film)","Cecil B. DeMille"
"<http://dbpedia.org/resource/Last_Man_Standing_%28film%29>","Last Man Standing (film)","Walter Hill (filmmaker)"
"<http://dbpedia.org/resource/Into_the_Blue_%282005_film%29>","Into the Blue (2005 film)","John Stockwell (actor)"
"<http://dbpedia.org/resource/Mary_Poppins_%28film%29>","Mary Poppins (film)","Robert Stevenson (director)"
"<http://dbpedia.org/resource/The_Mystery_of_13>","The Mystery of 13","Francis Ford (actor)"
"<http://dbpedia.org/resource/The_Keys_of_the_Kingdom_%28film%29>","The Keys of the Kingdom (film)","John M. Stahl"
"<http://dbpedia.org/resource/The_Keys_of_the_Kingdom_%28film%29>","The Keys of the Kingdom (film)","John M. Stahl"
"<http://dbpedia.org/resource/The_Life_and_Death_of_Colonel_Blimp>","The Life and Death of Colonel Blimp","Michael Powell (director)"
"<http://dbpedia.org/resource/Hello_Pop%21>","Hello Pop!","Jack Cummings (director)"
"<http://dbpedia.org/resource/Chemical_Wedding_%28film%29>","Chemical Wedding (film)","Julian Doyle (filmmaker)"
"<http://dbpedia.org/resource/Ziggy_Stardust_and_the_Spiders_from_Mars_%28film%29>","Ziggy Stardust and the Spiders from Mars (film)","D.A. Pennebaker"
"<http://dbpedia.org/resource/Shake_Hands_with_the_Devil_%281959_film%29>","Shake Hands with the Devil (1959 film)","Michael Anderson (director)"
"<http://dbpedia.org/resource/The_Telephone_Girl_and_the_Lady>","The Telephone Girl and the Lady","D. W. Griffith"
"<http://dbpedia.org/resource/Feet_of_Clay_%28film%29>","Feet of Clay (film)","Cecil B. DeMille"
"<http://dbpedia.org/resource/Michael_Moore_Hates_America>","Michael Moore Hates America","Mike Wilson (filmmaker)"
"<http://dbpedia.org/resource/Storm_Over_the_Nile>","Storm Over the Nile","Terence Young (director)"
"<http://dbpedia.org/resource/The_Holly_and_the_Ivy_%28film%29>","The Holly and the Ivy (film)","George More O'Ferrall"
"<http://dbpedia.org/resource/The_Cotton_Club_%28film%29>","The Cotton Club (film)","Francis Ford Coppola"
"<http://dbpedia.org/resource/Live_Wire_%28film%29>","Live Wire (film)","Christian Duguay (director)"
"<http://dbpedia.org/resource/Suds_%28film%29>","Suds (film)","John Francis Dillon (director)"
"<http://dbpedia.org/resource/No_Time_for_Nuts>","No Time for Nuts","Chris Renaud (animator)"
"<http://dbpedia.org/resource/A_Home_at_the_End_of_the_World_%28film%29>","A Home at the End of the World (film)","Michael Mayer (director)"
"<http://dbpedia.org/resource/Guyana_Tragedy:_The_Story_of_Jim_Jones>","Guyana Tragedy: The Story of Jim Jones","William A. Graham (director)"
"<http://dbpedia.org/resource/Barnum_&_Ringling,_Inc.>","Barnum & Ringling, Inc.","Robert F. McGowan"
"<http://dbpedia.org/resource/In_Search_of_the_Castaways_%28film%29>","In Search of the Castaways (film)","Robert Stevenson (director)"
"<http://dbpedia.org/resource/The_Sun_Also_Shines_at_Night>","The Sun Also Shines at Night","Paolo and Vittorio Taviani"
"<http://dbpedia.org/resource/The_Legend_of_the_7_Golden_Vampires>","The Legend of the 7 Golden Vampires","Chang Cheh"
"<http://dbpedia.org/resource/Whatever_Happened_to_Harold_Smith%3F>","Whatever Happened to Harold Smith?","Peter Hewitt (film director)"
"<http://dbpedia.org/resource/Go_Down,_Death%21>","Go Down, Death!","Spencer Williams, Jr."
"<http://dbpedia.org/resource/%22Weird_Al%22_Yankovic:_The_Ultimate_Video_Collection>","Weird Al Yankovic: The Ultimate Video Collection","Weird Al Yankovic"
"<http://dbpedia.org/resource/Harry_Potter_and_the_Philosopher%27s_Stone_%28film%29>","Harry Potter and the Philosopher's Stone (film)","Chris Columbus (filmmaker)"
"<http://dbpedia.org/resource/Eye_of_the_Tiger_%28film%29>","Eye of the Tiger (film)","Richard C. Sarafian"
"<http://dbpedia.org/resource/Vice_Squad_%28film%29>","Vice Squad (film)","Gary Sherman (director)"
"<http://dbpedia.org/resource/The_Red_Meadows>","The Red Meadows","Lau Lauritzen Jr."
"<http://dbpedia.org/resource/The_Insider_%28film%29>","The Insider (film)","Michael Mann (director)"
"<http://dbpedia.org/resource/Alice_in_Wonderland_%281985%29>","Alice in Wonderland (1985)","Harry Harris (director)"
"<http://dbpedia.org/resource/You%27re_Telling_Me%21>","You're Telling Me!","Erle C. Kenton"
"<http://dbpedia.org/resource/The_Man,_the_Woman_and_the_Money>","The Man, the Woman and the Money","Eduardo De Filippo"
"<http://dbpedia.org/resource/A_Soldier%27s_Daughter_Never_Cries_%28film%29>","A Soldier's Daughter Never Cries (film)","James Ivory (director)"
"<http://dbpedia.org/resource/That_Darn_Cat%21_%281965_film%29>","That Darn Cat! (1965 film)","Robert Stevenson (director)"
"<http://dbpedia.org/resource/Save_the_Last_Dance>","Save the Last Dance","Thomas Carter (director)"
"<http://dbpedia.org/resource/The_Adventures_of_Peg_o%27_the_Ring>","The Adventures of Peg o' the Ring","Francis Ford (actor)"
"<http://dbpedia.org/resource/Lost_in_Space_%28film%29>","Lost in Space (film)","Stephen Hopkins (director)"
"<http://dbpedia.org/resource/Faith_%28film%29>","Faith (film)","James Kirkwood, Sr."
"<http://dbpedia.org/resource/The_Blind_Princess_and_the_Poet>","The Blind Princess and the Poet","D. W. Griffith"
"<http://dbpedia.org/resource/For_the_Love_of_Nancy>","For the Love of Nancy","Paul Schneider (director)"
"<http://dbpedia.org/resource/For_Your_Eyes_Only_%28film%29>","For Your Eyes Only (film)","John Glen (director)"
"<http://dbpedia.org/resource/I_Was_a_Teenage_Werewolf>","I Was a Teenage Werewolf","Gene Fowler Jr."
"<http://dbpedia.org/resource/Parattai_Engira_Azhagu_Sundaram>","Parattai Engira Azhagu Sundaram","Suresh Krishna (director)"
"<http://dbpedia.org/resource/The_Prisoner_of_St._Petersburg>","The Prisoner of St. Petersburg","Ian Pringle (director)"
"<http://dbpedia.org/resource/The_Devil%27s_Own_%281916_film%29>","The Devil's Own (1916 film)","George Marshall (director)"
"<http://dbpedia.org/resource/The_Chosen_One_%28film%29>","The Chosen One (film)","Aribam Syam Sharma"
"<http://dbpedia.org/resource/We_Want_a_Child%21>","We Want a Child!","Alice O'Fredericks"
"<http://dbpedia.org/resource/The_Magic_Christian_%28film%29>","The Magic Christian (film)","Joseph McGrath (film director)"
"<http://dbpedia.org/resource/Head_Over_Heels_%282001_film%29>","Head Over Heels (2001 film)","Mark Waters (director)"
"<http://dbpedia.org/resource/Miami_Vice_%28film%29>","Miami Vice (film)","Michael Mann (director)"
"<http://dbpedia.org/resource/The_Story_of_Vernon_and_Irene_Castle>","The Story of Vernon and Irene Castle","H. C. Potter"
"<http://dbpedia.org/resource/I_Love_You,_Beth_Cooper_%28film%29>","I Love You, Beth Cooper (film)","Chris Columbus (filmmaker)"
"<http://dbpedia.org/resource/This_Christmas_%28film%29>","This Christmas (film)","Preston A. Whitmore II"
"<http://dbpedia.org/resource/Captain_Newman,_M.D.>","Captain Newman, M.D.","David Miller (director)"
"<http://dbpedia.org/resource/You_Light_Up_My_Life_%28film%29>","You Light Up My Life (film)","Joseph Brooks (songwriter)"
"<http://dbpedia.org/resource/The_Dancing_Masters>","The Dancing Masters","Malcolm St. Clair (filmmaker)"
"<http://dbpedia.org/resource/A_Time_to_Heal_%28film%29>","A Time to Heal (film)","Michael Toshiyuki Uno"
"<http://dbpedia.org/resource/The_Legend_of_the_Lone_Ranger>","The Legend of the Lone Ranger","William A. Fraker"
"<http://dbpedia.org/resource/Allan_Quatermain_and_the_Lost_City_of_Gold>","Allan Quatermain and the Lost City of Gold","Gary Nelson (director)"
"<http://dbpedia.org/resource/Home_Alone_2:_Lost_in_New_York>","Home Alone 2: Lost in New York","Chris Columbus (filmmaker)"
"<http://dbpedia.org/resource/The_Mothers_of_Plaza_de_Mayo>","The Mothers of Plaza de Mayo","Lourdes Portillo"
"<http://dbpedia.org/resource/The_Good_Earth_%28film%29>","The Good Earth (film)","Victor Fleming"
"<http://dbpedia.org/resource/Charlie_Chan_in_Panama>","Charlie Chan in Panama","Norman Foster (director)"
"<http://dbpedia.org/resource/Charlie_Chan_in_Panama>","Charlie Chan in Panama","Norman Foster (director)"
"<http://dbpedia.org/resource/Too_Hot_to_Handle_%281938_film%29>","Too Hot to Handle (1938 film)","Jack Conway (filmmaker)"
"<http://dbpedia.org/resource/Tailspin_Tommy_in_the_Great_Air_Mystery>","Tailspin Tommy in the Great Air Mystery","Ray Taylor (director)"
"<http://dbpedia.org/resource/Monster_on_the_Campus>","Monster on the Campus","Jack Arnold (director)"
"<http://dbpedia.org/resource/Edison,_Marconi_&_Co.>","Edison, Marconi & Co.","Robert A. McGowan"
"<http://dbpedia.org/resource/The_Endurance:_Shackleton%27s_Legendary_Antarctic_Expedition>","The Endurance: Shackleton's Legendary Antarctic Expedition","George Butler (filmmaker)"
"<http://dbpedia.org/resource/The_Eagle_and_the_Hawk_%281933_film%29>","The Eagle and the Hawk (1933 film)","Stuart Walker (film-maker)"
"<http://dbpedia.org/resource/Mig_og_min_lillebror_og_storsmuglerne>","Mig og min lillebror og storsmuglerne","Lau Lauritzen, Jr."
"<http://dbpedia.org/resource/Jungle_Queen_%28serial%29>","Jungle Queen (serial)","Ray Taylor (director)"
"<http://dbpedia.org/resource/Riders_of_Death_Valley>","Riders of Death Valley","Ford Beebe"
"<http://dbpedia.org/resource/Come_Back,_Miss_Pipps>","Come Back, Miss Pipps","Edward Cahn (director)"
"<http://dbpedia.org/resource/Morning_in_the_Streets>","Morning in the Streets","Denis Mitchell (filmmaker)"
"<http://dbpedia.org/resource/Hearts_and_Minds_%28film%29>","Hearts and Minds (film)","Peter Davis (director)"
"<http://dbpedia.org/resource/Why_Change_Your_Wife%3F>","Why Change Your Wife?","Cecil B. DeMille"
"<http://dbpedia.org/resource/Lloyd%27s_of_London_%28film%29>","Lloyd's of London (film)","Henry King (director)"
"<http://dbpedia.org/resource/Perils_of_the_Wild>","Perils of the Wild","Francis Ford (actor)"
"<http://dbpedia.org/resource/Wicker_Park_%28film%29>","Wicker Park (film)","Paul McGuigan (filmmaker)"
"<http://dbpedia.org/resource/Ten_Little_Indians_%281965_film%29>","Ten Little Indians (1965 film)","George Pollock (director)"
"<http://dbpedia.org/resource/The_Bostonians_%28film%29>","The Bostonians (film)","James Ivory (director)"
"<http://dbpedia.org/resource/A_Ticket_to_Tomahawk>","A Ticket to Tomahawk","Richard Sale (director)"
"<http://dbpedia.org/resource/The_Adventures_of_Buckaroo_Banzai_Across_the_8th_Dimension>","The Adventures of Buckaroo Banzai Across the 8th Dimension","W. D. Richter"
"<http://dbpedia.org/resource/Touching_the_Void_%28film%29>","Touching the Void (film)","Kevin MacDonald (director)"
"<http://dbpedia.org/resource/Sherlock_Holmes_and_the_House_of_Fear>","Sherlock Holmes and the House of Fear","Roy William Neill"
"<http://dbpedia.org/resource/Tom_Brown%27s_School_Days_%281940_film%29>","Tom Brown's School Days (1940 film)","Robert Stevenson (director)"
"<http://dbpedia.org/resource/Under_the_Yoke_%28film%29>","Under the Yoke (film)","J. Gordon Edwards"
"<http://dbpedia.org/resource/The_Sun_Also_Rises_%281957_film%29>","The Sun Also Rises (1957 film)","Henry King (director)"
"<http://dbpedia.org/resource/A_Patch_of_Blue>","A Patch of Blue","Guy Green (filmmaker)"
"<http://dbpedia.org/resource/The_Last_Unicorn_%28film%29>","The Last Unicorn (film)","Arthur Rankin, Jr."
"<http://dbpedia.org/resource/What%27s_the_World_Coming_To%3F>","What's the World Coming To?","Richard Wallace (director)"
"<http://dbpedia.org/resource/Pride_of_the_Bowery>","Pride of the Bowery","Joseph H. Lewis (director)"
"<http://dbpedia.org/resource/Love_in_the_Time_of_Cholera_%28film%29>","Love in the Time of Cholera (film)","Mike Newell (director)"
"<http://dbpedia.org/resource/The_Night_of_the_Party>","The Night of the Party","Michael Powell (director)"
"<http://dbpedia.org/resource/The_Last_of_the_Mohicans_%281992_film%29>","The Last of the Mohicans (1992 film)","Michael Mann (film director)"
"<http://dbpedia.org/resource/Blood_Feast_2:_All_U_Can_Eat>","Blood Feast 2: All U Can Eat","Herschell Gordon Lewis"
"<http://dbpedia.org/resource/I_Dream_Too_Much>","I Dream Too Much","John Cromwell (director)"
